date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:48:31	90412/90412	---M--	200	added ('OK')	font/x-woff	etag:%2246897ad3eac8d21:0%22	https://www.clubkonnect.com/fonts/fontawesome-webfont5b62.woff?v=4.6.3	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/fonts/fontawesome-webfont5b625b62.woff	(from https://www.clubkonnect.com/css/font-awesome.min.css)
15:48:38	152796/152796	---M--	200	added ('OK')	application/octet-stream	etag:%22fe137ad3eac8d21:0%22	https://www.clubkonnect.com/fonts/fontawesome-webfont5b62.ttf?v=4.6.3	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/fonts/fontawesome-webfont5b625b62.ttf	(from https://www.clubkonnect.com/css/font-awesome.min.css)
15:48:45	392306/392306	---M--	200	added ('OK')	image/svg+xml	etag:%22e96777d3eac8d21:0%22	https://www.clubkonnect.com/fonts/fontawesome-webfont5b62.svg?v=4.6.3	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/fonts/fontawesome-webfont5b625b62.svg	(from https://www.clubkonnect.com/css/font-awesome.min.css)
15:48:46	82344/82344	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ffc17bd3eac8d21:0%22	https://www.clubkonnect.com/fonts/fontellof887.eot?72294633	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/fonts/fontellof887f887.eot	(from https://www.clubkonnect.com/css/fontello.css)
15:48:52	37256/37256	---M-Z	200	added ('OK')	text/html	etag:%2205e4bd3eac8d21:0%22	https://www.clubkonnect.com/fonts/fontellof887.html?72294633	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/fonts/fontellof887f887.html	(from https://www.clubkonnect.com/css/fontello.css)
15:48:57	43644/43644	---M--	200	added ('OK')	font/x-woff	etag:%22fb467ed3eac8d21:0%22	https://www.clubkonnect.com/fonts/fontellof887.woff?72294633	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/fonts/fontellof887f887.woff	(from https://www.clubkonnect.com/css/fontello.css)
15:49:03	82176/82176	---M--	200	added ('OK')	application/octet-stream	etag:%22c7f87dd3eac8d21:0%22	https://www.clubkonnect.com/fonts/fontellof887.ttf?72294633	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/fonts/fontellof887f887.ttf	(from https://www.clubkonnect.com/css/fontello.css)
15:49:10	13870/13870	---M--	200	added ('OK')	text/html	etag:%22fa95a3808b92d31:0%22	https://www.clubkonnect.com/css/grabbing.html	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/css/grabbing.html	(from https://www.clubkonnect.com/css/owl.carousel.css)
15:49:11	192929/192929	---M--	200	added ('OK')	image/svg+xml	etag:%225c357dd3eac8d21:0%22	https://www.clubkonnect.com/fonts/fontellof887.svg?72294633	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/fonts/fontellof887f887.svg	(from https://www.clubkonnect.com/css/fontello.css)
15:49:13	13870/13870	---M--	200	added ('OK')	text/html	etag:%2211dad27f8b92d31:0%22	https://www.clubkonnect.com/css/AjaxLoader.html	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/css/AjaxLoader.html	(from https://www.clubkonnect.com/css/owl.theme.css)
15:49:16	171/171	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:49:14%20GMT	https://www.clubkonnect.com/RobotATMCardNotifyUsCustomer.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/RobotATMCardNotifyUsCustomer.64.delayed	(from https://www.clubkonnect.com/ContactUs.asp)
15:49:19	80578/80578	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:49:16%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=RobotATMCardNotifyUsCustomer.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Login607a.html	(from https://www.clubkonnect.com/ContactUs.asp)
15:49:21	174/174	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:49:18%20GMT	https://www.clubkonnect.com/RobotBuyAirtimeNotifyUsCustomer.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/RobotBuyAirtimeNotifyUsCustomer.66.delayed	(from https://www.clubkonnect.com/ContactUs.asp)
15:49:25	80581/80581	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:49:20%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=RobotBuyAirtimeNotifyUsCustomer.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Login373a.html	(from https://www.clubkonnect.com/ContactUs.asp)
15:49:26	177/177	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:49:23%20GMT	https://www.clubkonnect.com/RobotBuyDatabundleNotifyUsCustomer.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/RobotBuyDatabundleNotifyUsCustomer.68.delayed	(from https://www.clubkonnect.com/ContactUs.asp)
15:49:30	80584/80584	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:49:26%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=RobotBuyDatabundleNotifyUsCustomer.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Loginb4da.html	(from https://www.clubkonnect.com/ContactUs.asp)
15:49:32	174/174	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:49:30%20GMT	https://www.clubkonnect.com/RobotBuyCableTVNotifyUsCustomer.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/RobotBuyCableTVNotifyUsCustomer.6a.delayed	(from https://www.clubkonnect.com/ContactUs.asp)
15:49:38	80581/80581	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:49:33%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=RobotBuyCableTVNotifyUsCustomer.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Loginf4ff.html	(from https://www.clubkonnect.com/ContactUs.asp)
15:49:39	178/178	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:49:37%20GMT	https://www.clubkonnect.com/RobotBuyElectricityNotifyUsCustomer.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/RobotBuyElectricityNotifyUsCustomer.6c.delayed	(from https://www.clubkonnect.com/ContactUs.asp)
15:49:47	80585/80585	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:49:42%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=RobotBuyElectricityNotifyUsCustomer.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Login536e.html	(from https://www.clubkonnect.com/ContactUs.asp)
15:49:48	171/171	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:49:46%20GMT	https://www.clubkonnect.com/RobotBuyWAECNotifyUsCustomer.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/RobotBuyWAECNotifyUsCustomer.6e.delayed	(from https://www.clubkonnect.com/ContactUs.asp)
15:49:51	80578/80578	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:49:48%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=RobotBuyWAECNotifyUsCustomer.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Login9cef.html	(from https://www.clubkonnect.com/ContactUs.asp)
15:49:52	4176/4176	---M--	200	added ('OK')	image/gif	etag:%226c5d54968b92d31:0%22	https://www.clubkonnect.com/images/loader.gif	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/images/loader.gif	(from https://www.clubkonnect.com/Register.asp)
15:49:57	37233/37233	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:49:53%20GMT	https://www.clubkonnect.com/TernsAndCondition.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/TernsAndCondition.html	(from https://www.clubkonnect.com/Register.asp)
15:50:00	23971/23971	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:49:57%20GMT	https://www.clubkonnect.com/ConfirmEmail.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/ConfirmEmail.html	(from https://www.clubkonnect.com/Register.asp)
15:50:05	72444/72444	---M--	200	added ('OK')	image/png	etag:%226624d4e3ebe0d51:0%22	https://www.clubkonnect.com/CompensationPlan.png	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/CompensationPlan.png	(from https://www.clubkonnect.com/CompensationPlan.asp)
15:50:05	163/163	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:50:03%20GMT	https://www.clubkonnect.com/APIParaGetServerIPV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/APIParaGetServerIPV1.74.delayed	(from https://www.clubkonnect.com/APIDocs.asp)
15:50:13	80570/80570	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:50:07%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=APIParaGetServerIPV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Login3715.html	(from https://www.clubkonnect.com/APIDocs.asp)
15:50:15	168/168	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:50:12%20GMT	https://www.clubkonnect.com/APIParaGetWalletBalanceV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/APIParaGetWalletBalanceV1.76.delayed	(from https://www.clubkonnect.com/APIDocs.asp)
15:50:18	80575/80575	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:50:14%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=APIParaGetWalletBalanceV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Loginf9e5.html	(from https://www.clubkonnect.com/APIDocs.asp)
15:50:21	162/162	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:50:19%20GMT	https://www.clubkonnect.com/APIParaGetAirTimeV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/APIParaGetAirTimeV1.78.delayed	(from https://www.clubkonnect.com/APIDocs.asp)
15:50:31	80569/80569	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:50:24%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=APIParaGetAirTimeV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Login5af0.html	(from https://www.clubkonnect.com/APIDocs.asp)
15:50:35	165/165	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:50:31%20GMT	https://www.clubkonnect.com/APIParaGetDataBundleV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/APIParaGetDataBundleV1.7a.delayed	(from https://www.clubkonnect.com/APIDocs.asp)
15:50:42	80572/80572	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:50:36%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=APIParaGetDataBundleV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Loginf28d.html	(from https://www.clubkonnect.com/APIDocs.asp)
15:50:44	160/160	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:50:40%20GMT	https://www.clubkonnect.com/APIParaGetSmileV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/APIParaGetSmileV1.7c.delayed	(from https://www.clubkonnect.com/APIDocs.asp)
15:51:00	80567/80567	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:50:48%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=APIParaGetSmileV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Login0b24.html	(from https://www.clubkonnect.com/APIDocs.asp)
15:51:06	162/162	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:51:03%20GMT	https://www.clubkonnect.com/APIParaGetCableTVV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/APIParaGetCableTVV1.7e.delayed	(from https://www.clubkonnect.com/APIDocs.asp)
15:51:21	166/166	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:51:17%20GMT	https://www.clubkonnect.com/APIParaGetElectricityV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/APIParaGetElectricityV1.80.delayed	(from https://www.clubkonnect.com/APIDocs.asp)
15:51:25	80569/80569	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:51:07%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=APIParaGetCableTVV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Login11f4.html	(from https://www.clubkonnect.com/APIDocs.asp)
15:51:29	80573/80573	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:51:25%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=APIParaGetElectricityV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Logine06b.html	(from https://www.clubkonnect.com/APIDocs.asp)
15:51:32	159/159	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:51:29%20GMT	https://www.clubkonnect.com/APIParaGetEPINV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/APIParaGetEPINV1.82.delayed	(from https://www.clubkonnect.com/APIDocs.asp)
15:51:38	80566/80566	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:51:34%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=APIParaGetEPINV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Loginb909.html	(from https://www.clubkonnect.com/APIDocs.asp)
15:51:39	159/159	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:51:37%20GMT	https://www.clubkonnect.com/APIParaGetWAECV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/APIParaGetWAECV1.84.delayed	(from https://www.clubkonnect.com/APIDocs.asp)
15:51:42	80566/80566	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:51:39%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=APIParaGetWAECV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Login15fe.html	(from https://www.clubkonnect.com/APIDocs.asp)
15:51:44	85838/85838	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:51:41%20GMT	https://www.clubkonnect.com/APIParaGetDisputeResolutionV1.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/APIParaGetDisputeResolutionV1.html	(from https://www.clubkonnect.com/APIDocs.asp)
15:51:44	158/158	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:51:42%20GMT	https://www.clubkonnect.com/InfoBuyMultiple.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/InfoBuyMultiple.87.delayed	(from https://www.clubkonnect.com/BuyAirtime.asp)
15:51:47	80565/80565	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:51:44%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=APIParameterGet.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Loginb8a1.html	(from https://www.clubkonnect.com/BuyAirtime.asp)
15:51:48	2905/2905	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:51:45%20GMT	https://www.clubkonnect.com/TernsAndConditionsBuyMultiple.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/TernsAndConditionsBuyMultiple.html	(from https://www.clubkonnect.com/BuyAirtime.asp)
15:51:50	151/151	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:51:47%20GMT	https://www.clubkonnect.com/BuySmile.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/BuySmile.8a.delayed	(from https://www.clubkonnect.com/Buy.asp)
15:51:53	80558/80558	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:51:49%20GMT	https://www.clubkonnect.com/Login.asp?NewPage=BuySmile.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Login47fd.html	(from https://www.clubkonnect.com/Buy.asp)
15:52:17	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2014:52:07%20GMT	https://www.clubkonnect.com/UserAgreement.htm	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/UserAgreement.8c.delayed	(from https://www.clubkonnect.com/PrivacyPolicy.asp)
15:52:35	50234/50234	---MC-	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/Bundles/clubkonnect/www.google-analytics.com/analytics.js	(from https://www.clubkonnect.com/css/grabbing.html)
15:52:46	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Mar%202023%2014:52:45%20GMT	https://www.clubkonnect.com/css/main_navigation.css	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/css/main_navigation.98.delayed	(from https://www.clubkonnect.com/APIParaGetDisputeResolutionV1.asp)
15:52:50	181/181	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:52:47%20GMT	https://www.clubkonnect.com/AdvertiseWithUs.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/AdvertiseWithUs.99.delayed	(from https://www.clubkonnect.com/APIParaGetDisputeResolutionV1.asp)
15:52:58	13641/13641	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:52:53%20GMT	https://www.clubkonnect.com/AboutUs.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/AboutUs.html	(from https://www.clubkonnect.com/APIParaGetDisputeResolutionV1.asp)
15:53:03	158/158	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:53:00%20GMT	https://www.clubkonnect.com/APIParameterGet.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/APIParameterGet.9b.delayed	(from https://www.clubkonnect.com/Login.asp?NewPage=APIParameterGet.asp)
15:53:13	39/39	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:53:11%20GMT	https://www.clubkonnect.com/TransferBankAccount.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/TransferBankAccount.html	(from https://www.clubkonnect.com/AboutUs.asp)
15:53:14	130/130	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:53:13%20GMT	https://www.clubkonnect.com/TransferMoneyPickUp.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/TransferMoneyPickUp.9e.delayed	(from https://www.clubkonnect.com/AboutUs.asp)
15:53:18	42296/42296	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:53:14%20GMT	https://www.clubkonnect.com/BuyAirTime.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/BuyAirTime-3.html	(from https://www.clubkonnect.com/AboutUs.asp)
15:53:19	56/56	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2014:53:17%20GMT	https://www.clubkonnect.com/BuyBulkSMS.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/BuyBulkSMS.html	(from https://www.clubkonnect.com/AboutUs.asp)
15:53:21	150/150	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:53:19%20GMT	https://www.clubkonnect.com/Deposit.asp?PaymentOption=ATMCard	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Deposit.a1b19d.delayed	(from https://www.clubkonnect.com/AboutUs.asp)
15:53:24	150/150	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:53:22%20GMT	https://www.clubkonnect.com/Deposit.asp?PaymentOption=CashDeposit	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Deposit.a2e0a5.delayed	(from https://www.clubkonnect.com/AboutUs.asp)
15:53:28	150/150	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:53:26%20GMT	https://www.clubkonnect.com/Deposit.asp?PaymentOption=InternetTransfer	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Deposit.a317ca.delayed	(from https://www.clubkonnect.com/AboutUs.asp)
15:53:31	150/150	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:53:29%20GMT	https://www.clubkonnect.com/Deposit.asp?PaymentOption=MobileBanking	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Deposit.a488fd.delayed	(from https://www.clubkonnect.com/AboutUs.asp)
15:53:32	150/150	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:53:30%20GMT	https://www.clubkonnect.com/Deposit.asp?PaymentOption=AirTime	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/Deposit.a56dd7.delayed	(from https://www.clubkonnect.com/AboutUs.asp)
15:53:35	165/165	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:53:32%20GMT	https://www.clubkonnect.com/ProductSearch.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/ProductSearch.a6.delayed	(from https://www.clubkonnect.com/AboutUs.asp)
15:53:45	202/202	---M--	302	error ('Object%20moved')	text/html	date:Mon,%2027%20Mar%202023%2014:53:42%20GMT	https://www.clubkonnect.com/PostNewAd.asp?Action=NewPost&NewPage=PostNewAd.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/PostNewAd.a75c5a.delayed	(from https://www.clubkonnect.com/AboutUs.asp)
15:53:45	0/-1	---M--	302	error ('')			https://www.clubkonnect.com/AdvertiseWithUs.asp	C:/My%20Web%20Sites/Bundles/clubkonnect/www.clubkonnect.com/AdvertiseWithUs.a8.delayed	(from https://www.clubkonnect.com/AboutUs.asp)
